number,title,image,year,location
360,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette5.jpeg,1886,"Museo Nacional de Bellas Artes (Buenos Aires), Argentina (F348)"
361,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette8.jpeg,1886,"Carnegie Museum of Art, Pittsburg (F348a)"
362,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette4.jpeg,1886,Private collection (F349)
363,Vase with Carnations and Other Flowers,Van_Gogh_-_Vase_mit_Nelken_und_anderen_Blumen.jpeg,1886,"Kreeger Museum, Washington D.C. (F596)"
364,Still Life with Scabiosa and Ranunculus,Van_Gogh_-_Stillleben_mit_Skabiosen_und_Ranunkeln.jpeg,1886,"Takahata Art Gallery, Osaka (F666)"
365,Vase with Peonies,Van_Gogh_-_Vase_mit_Pfingstrosen.jpeg,1886,Private collection (F666a)
366,"Still Life with Meat, Vegetables and Pottery","Van_Gogh_-_Stillleben_mit_Fleisch,_Gemüse_und_Steingut.jpeg",1886,Private collection (F1670)
367,"Still Life with Two Herrings, a Cloth and a Glass","Van_Gogh_-_Stillleben_mit_Heringen,_Serviette_und_Glas.jpeg",1886,Private collection (F1671)
368,"Twilight, before the Storm: Montmartre",Van_Gogh_-_Blick_auf_Montemartre_vor_einem_Gewitter.jpeg,1886,Private collection (F1672)
369,Bowl with Daffodils,Bowl_with_Daffodils_van_Gogh_jh_add01.jpg,1886,"Private collection (F none, Add 1)"
370,Vase with Gladioli,Bowl_with_Daffodils_van_Gogh_jh_add01.jpg,1886,"Private collection (F none, JH none)"
371,Still life with meadow flowers and roses,Still_life_with_meadow_flowers_and_roses_Van_Gogh_1886.jpg,1886,"Kröller-Müller Museum, Otterlo, Netherlands"
372,Portrait of the Art Dealer Alexander Reid; Sitting in an Easy Chair,Portrait_of_Alexander_Reid.jpg,1886–87,"Fred Jones Jr. Museum of Art, Norman, Oklahoma (F270) "
373,Portrait of a Man with a Moustache,Van_Gogh_-_Bildnis_eines_Mannes_mit_Schnurrbart.jpeg,1886–87,Location unknown (F288)
374,Portrait of a Man with a Skull Cap (Etienne-Lucien Martin),Van_Gogh_-_Bildnis_eines_Mannes_mit_Käppchen.jpeg,1886–87,"Van Gogh Museum, Amsterdam (F289)"
375,Self-Portrait with Grey Felt Hat,Van_Gogh_Self-Portrait_with_Grey_Felt_Hat_1886-87_Rijksmuseum.jpg,1886-87,"Rijksmuseum, Amsterdam (F295)"
376,Portrait of a Woman (Madame Tanguy?),Van_Gogh_-_Bildnis_einer_Frau_(Madame_Tangux).jpeg,1886–87?,"Kunstmuseum, Basel, Switzerland (F357)"
377,Self-Portrait with Felt Hat (reverse image),Van_Gogh_-_Selbstbildnis_mit_Strohhut1.jpeg,1887,"Van Gogh Museum, Amsterdam, Netherlands (F61v)"
378,Self-portrait,Self-Portrait9_Van_Gogh.jpg,1887,"Van Gogh Museum, Amsterdam (F77v)"
379,Self-Portrait,Van_Gogh_-_Selbsbildnis13.jpeg,1887,"Van Gogh Museum, Amsterdam (F109v)"
380,Self-Portrait with Straw Hat and a Pipe (reverse image),Van_Gogh_-_Selbstbildnis_mit_Strohhut_und_Pfeife.jpeg,1887,"Van Gogh Museum, Amsterdam (F179v)"
381,Fritillaries in a Copper Vase,Van_Gogh_-_Kaiserkronen_in_einer_Kupfervase.jpeg,1887,"Musée d'Orsay, Paris (F213)"
382,Plaster Statuette of a Female Torso,Van_Gogh_-_Gipstorso_(weiblich)8.jpeg,1887–88,Private collection (F216)
383,Roadway with Underpass (The Viaduct),Van_Gogh_-_Viadukt_in_Paris.jpeg,1887,"Solomon R. Guggenheim Museum, New York (F239)"
384,The Seine Bridge at Asnieres,Van_Gogh_-_Seinebrücke_bei_Asnières.jpeg,1887,Private collection (F240) 
385,Still Life with Apples,Van_Gogh_-_Stillleben_mit_Äpfeln.jpeg,1887–88,"Van Gogh Museum, Amsterdam (F254)"
386,Self-Portrait with Pipe and Glass,Van_Gogh_-_Selbstbildnis_mit_Pfeife_und_Glas.jpeg,1887,"Van Gogh Museum, Amsterdam (F263a)"
387,Factories Seen from a Hillside in Moonlight,Van_Gogh_-_Landschaft_mit_Fabriken_im_Mondlicht.jpeg,1887,"Van Gogh Museum, Amsterdam (F266a)"
388,Self-Portrait,Self-Portrait2.jpg,1887,"Van Gogh Museum, Amsterdam (F267)"
389,Self-Portrait,Self-Portrait6.jpg,1887,"Wadsworth Atheneum, Hartford, Connecticut (F268)"
390,Self-Portrait,Self-Portrait7.jpg,1887,"Van Gogh Museum, Amsterdam (F269v)"
391,Chestnut Tree in Blossom,Van_Gogh_-_Blühender_Kastanienbaum.jpeg,1887,"Van Gogh Museum, Amsterdam (F270a)"
392,Lane in Voyer d'Argenson Park at Asnieres,Van_Gogh_-_Weg_im_Park_Voyer_d'Argenson_in_Asnières.jpeg,1887,"Yale University Art Gallery, New Haven, Connecticut (F275)"
393,Lane in Voyer d'Argenson Park at Asnieres,Van_Gogh_-_Weg_im_Park_Voyer_d'Argenson_in_Asniéres.jpeg,1887,"Yale University Art Gallery, New Haven, Connecticut (F276)"
394,Avenue in Voyer d'Argenson Park at Asnieres,Van_Gogh_-_Allee_im_Park_d'Argenson_in_Asnierès.jpeg,1887,Private collection (F277)
395,Still Life with Bloaters and Garlic,Van_Gogh_-_Stillleben_mit_Bücklingen_und_Knoblauchzwiebeln.jpeg,1887,"Bridgestone Museum of Art, Tokyo (F283b)"
396,Lilacs,Van_Gogh_-_Flieder.jpeg,1887,"Hammer Museum, Los Angeles (286b)"
397,Trees in a Field on a Sunny Day,Van_Gogh_-_Baumstämme_im_Sonnenlicht.jpeg,1887,"Private collection, Amsterdam (F291)"
398,Boulevard de Clichy,Van_Gogh_-_Boulvard_de_Chlichy.jpeg,1887,"Van Gogh Museum, Amsterdam (F292)"
399,The Banks of the Seine,Van_Gogh_-_Seineufer.jpeg,1887,"Van Gogh Museum, Amsterdam (F293)"
400,Portrait of Theo van Gogh,"Vincent_van_Gogh,_Portrait_of_Theo_van_Gogh_(1887).jpg",1887,"Van Gogh Museum, Amsterdam (F294)"
401,Self-Portrait with Grey Felt Hat,Vincent_Willem_van_Gogh_108.jpg,1887,"Van Gogh Museum, Amsterdam (F296)"
402,Skull,Van_Gogh_-_Schädel1.jpeg,1887–88,"Van Gogh Museum, Amsterdam (F297)"
403,Skull,Van_Gogh_-_Schädel.jpeg,1887–88,"Van Gogh Museum, Amsterdam (F297a)"
404,The Seine with a Rowing Boat (b/w copy),Van_Gogh_-_Die_Seine_mit_Ruderboot.jpeg,1887,Private collection (F298)
405,Walk Along the Banks of the Seine Near Asnieres,Van_Gogh_-_Spaziergang_am_Ufer_der_Seine_bei_Asnières.jpeg,1887,"Van Gogh Museum, Amsterdam (F299)"
406,View of a River with Rowing Boats,Van_Gogh_-_Flußlandschaft_mit_Ruderbooten_am_Ufer.jpeg,1887,Private collection (F300)
407,The Seine Bridge at Asnieres,Vincent_van_Gogh_-_Bridges_across_the_Seine_at_Asnieres.jpg,1887,"Foundation E.G. Bührle Collection, Zurich (F301)"
408,Banks of the Seine with the Pont de Clichy,Van_Gogh_-_Seineufer_bei_der_Pont_de_Clichy.jpeg,1887,"Private collection of Philip Niarchos or Tate Gallery, London (F302)"
409,Bridges at Asniers also The Seine with the Pont de Clichy,Van_Gogh_-_Die_Seine_mit_der_Pont_de_Clichy.jpeg,1887,"Wallraf-Richartz Museum, Cologne, Germany (F303)"
410,The Seine with the Pont de la Grande Jatte,WLANL_-_artanonymous_-_De_Seine_met_de_Pont_de_la_Grande_Jatte.jpg,1887,"Van Gogh Museum, Amsterdam (F304)"
411,Entrance of Voyer d'Argenson Park at Asnières,Entrata_Parco_Vincent_van_Gogh.jpg,1887,Private Collection (F305)
412,Undergrowth,Van_Gogh_-_Unterholz.jpeg,1887,"Centraal Museum, Utrecht, Netherlands (F306)"
413,Trees and Undergrowth,Van_Gogh_-_Bäume_und_Unterholz.jpeg,1887,"Van Gogh Museum, Amsterdam (F307)"
414,Undergrowth,Van_Gogh_-Unterholz.jpeg,1887,"Van Gogh Museum, Amsterdam (F308)"
415,Path in the Woods,Van_Gogh_-_Waldweg.jpeg,1887,"Van Gogh Museum, Amsterdam (F309)"
416,Trees and Undergrowth,Van_Gogh_-_Bäume_und_Unterholz2.jpeg,1887,"Van Gogh Museum, Amsterdam (F309a)"
417,Wheat Field with a Lark,Van_Gogh_-_Getreidefeld_mit_Mohnblumen_und_Lerche.jpeg,1887," reportedly at Van Gogh Museum, Amsterdam (F310)"
418,Edge of a Wheatfield with Poppies,Van_Gogh_-_Rand_eines_Weizenfeldes_mit_Mohnblumen.jpeg,1887,Private collection (image shown illustratively is the black/white drawing) (F310a)
419,Bathing Float on the Seine at Asnieres,Van_Gogh_-_Badeboot_an_der_Seine_bei_Asnières.jpeg,1887,"Virginia Museum of Fine Arts, Richmond, Virginia (F311)"
420,"The Restaurant de la Sirène, Asnières",Van_Gogh_-_Das_Restaurant_de_la_Sirène_in_Asnières.jpeg,1887,"Ashmolean Museum, Oxford, England (F312)"
421,The Restaurant de la Sirène at Asnières,Van_Gogh_-_Das_Restaurant_de_la_Siréne_in_Asniéres.jpeg,1887,"Musée d'Orsay, Paris (F313)"
422,Couples in the Voyer d'Argenson park at Asnieres,WLANL_-_artanonymous_-_Verliefde_paartjes_in_het_park_Voyer_d'Argenson_te_Asnières.jpg,1887,"Van Gogh Museum, Amsterdam (F314)"
423,Corner of Voyer d'Argenson Park at Asnieres,Van_Gogh_-_Winkel_im_Park_Voyer_d'_Argeson_in_Asnières.jpeg,1887,Private collection (F315)
424,Vegetable Gardens in Montmartre: La Butte Montmartre,Van_Gogh_-_Gemüsegärten_am_Montmartre.jpeg,1887,"Van Gogh Museum, Amsterdam (F316)"
425,Factories at Asnieres Seen from the Quai de Clichy,"Vincent_van_Gogh_-_Factories_at_Asnières,_Seen_from_the_Quai_de_Clichy.jpg",1887,"Saint Louis Art Museum, St. Louis, Missouri (F317)"
426,The Factory at Asnieres,Van_Gogh_The_Factory_at_Asnieres.jpg,1887,"Barnes Foundation, Merion, Pennsylvania (F318)"
427,Self-Portrait with a Japanese Print,Van_Gogh_-_Selbstbildnis_mit_japanischen_Druck.jpeg,1887,"Kunstmuseum Basel, Switzerland (F319)"
428,Self-Portrait,Van_Gogh_Self-Portrait_Autumn_1887.jpg,1887,"Musée d'Orsay, Paris (F320)"
429,Exterior of a Restaurant at Asnieres,Van_Gogh_-_Eingang_eines_Restaurants_in_Asnières.jpeg,1887,"Van Gogh Museum, Amsterdam (F321)"
430,"Vase with Lilacs, Daisies and Anemones","Van_Gogh_-_Vase_mit_Flieder,_Margeriten_und_Anemonen.jpeg",1887,Musée d'Art et d'Histoire (Geneva) (F322)
431,Vase with Daisies and Anemones,Van_Gogh_-_Vase_mit_Margeriten_und_Anemonen.jpeg,1887,"Kröller-Müller Museum, Otterlo (F323)"
432,Vase with Cornflowers and Poppies,Vase-with-Cornflowers-and-Poppies_F324.jpg,1887,Private collection (F324)
433,Nude Woman Reclining (Recumbent Nude),Van_Gogh_-_Weiblicher_Rückenakt.jpeg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F328)"
434,"Nude Woman Reclining, Seen from the Back",Van_Gogh_-_Liegender_weiblicher_Akt.jpeg,1887,Private collection (F329)
435,Nude Woman on a Bed,Van_Gogh_Nude_Woman_on_a_Bed.jpg,1887,"Barnes Foundation, Merion, Pennsylvania (F330)"
436,A Pair of Boots,Van_Gogh_-_Ein_Paar_Schuhe1.jpeg,1887,"Baltimore Museum of Art, Baltimore, Maryland (F333)"
437,Still Life with a Basket of Crocuses,Van_Gogh_-_Stillleben_mit_Krokussen_in_einem_Korb.jpeg,1887,"Van Gogh Museum, Amsterdam (F334)"
438,Still Life with Three Books,Van_Gogh_-_Stillleben_mit_drei_Büchern.jpeg,1887,"Van Gogh Museum, Amsterdam (F335)"
439,Basket of Sprouting Bulbs,Van_Gogh_-_Korb_mit_Blumenzwiebeln.jpeg,1887,"Van Gogh Museum, Amsterdam (F336)"
440,Flowerpot with Chives,Van_Gogh_-_Blumentopf_mit_Schnittlauch.jpeg,1887,"Van Gogh Museum, Amsterdam (F337)"
441,Still Life with Lemons on a plate,Van_Gogh_-_Stillleben_mit_Zitronen_auf_einem_Teller.jpeg,1887,"Van Gogh Museum, Amsterdam (F338)"
442,Still Life with Glass of Absinthe and a Carafe,Van_Gogh_-_Still_Life_with_Absinthe.jpg,1887,"Van Gogh Museum, Amsterdam (F339)"
443,Still Life with Decanter and Lemons on a Plate,Van_Gogh_-_Stillleben_mit_Flasche_und_Zitronen_auf_einem_Teller.jpeg,1887,"Rijksmuseum, Amsterdam (F340)"
444,View of Paris from Vincent's Room in the Rue Lepic,Zicht_op_Parijs_vanuit_Vincents_kamer_in_de_rue_Lepic.jpg,1887,"Van Gogh Museum, Amsterdam (F341)"
445,View from Vincent's Window,Van_Gogh_-_Blick_auf_Paris_aus_Vincents_Zimmer_in_der_Rue_Lepic1.jpeg,1887,Private collection (F341a)
446,Interior of a Restaurant,Van_Gogh_-_Interieur_eines_Restaurants.jpeg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F342)"
447,Portrait of the Art Dealer Alexander Reid,Van_Gogh_-_Bildnis_des_Kunsthändlers_Alexander_Reid.jpeg,1887,"Kelvingrove Art Gallery and Museum, Glasgow, Scotland (F343)"
448,Self-Portrait,VanGogh_1887_Selbstbildnis.jpg,1887,Art Institute of Chicago (F345)
449,Vegetable Gardens in Montmartre: La Butte Montmartre,Van_Gogh_-_Gemüsegärten_auf_dem_Montmartre.jpeg,1887,"Van Gogh Museum, Amsterdam (F346)"
450,Street Scene in Montmartre: Le Moulin a Poivre,Vincent_Willem_van_Gogh_133.jpg,1887,"Van Gogh Museum, Amsterdam (F347)"
451,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette8.jpeg,1887,"Carnegie Museum of Art, Pittsburgh, Pennsylvania (F348a)"
452,Vegetable Gardens in Montmartre: La Butte Montmartre,Vincent_Willem_van_Gogh_045.jpg,1887,"Stedelijk Museum, Amsterdam (F350)"
453,On the Outskirts of Paris,Van_Gogh_-_Am_Stadtrand_von_Paris1.jpeg,1887,Private Collection (F351)
454,River Bank in Springtime also Banks of the Seine with the Pont de Clichy,Van_Gogh_-_Seineufer_im_Frühling_an_der_Pont_de_Clichy.jpeg,1887,"Dallas Museum of Art, Dallas, Texas (F352)"
455,The Banks of the Seine with Boats (b/w copy),Van_Gogh_-_Seineufer_mit_Booten.jpeg,1887,Private collection (F353)
456,"Fishing in Spring, the Pont de Clichy (Asnières)",Van_Gogh_-_Angler_und_Boote_an_der_Pont_de_Clichy.jpeg,1887,Art Institute of Chicago (F354)
457,The Rispal Restaurant at Asnières,Van_Gogh_-_Das_Restaurant_Rispal_in_Asniéres.jpeg,1887,"Nelson-Atkins Museum of Fine Art, Kansas City (F355) "
458,Self-Portrait,Self-Portrait4.jpg,1887,"Van Gogh Museum, Amsterdam (F356)"
459,Still Life with Piles of French Novels and a Glass with a Rose (Romans Parisiens),Libri_Vincent_van_Gogh.jpg,1887,"Private Collection, Switzerland (F359)"
460,"Still Life with Plaster Statuette, a Rose and Two Novels","Van_Gogh_-_Stillleben_mit_Gipstorso,_einer_Rose_und_zwei_Romanen.jpeg",1887,"Kröller-Müller Museum, Otterlo (F360)"
461,Outskirts of Paris: Road with Peasant Shouldering a Spade,Van_Gogh_-_Straße_am_Stadtrand_von_Paris_mit_Männlicher_Figur_mit_Spaten.jpeg,1887,Private collection (F361)
462,Park at Asnieres in Spring,Van_Gogh_-_Park_in_Asnières_im_Frühling.jpeg,1887,Private collection (F362)
463,Portrait of Pére Tanguy,Van_Gogh_-_Portrait_of_Pere_Tanguy_1887-8.JPG,1887,"Musée Rodin, Paris, France (F363)"
464,Woman Sitting in the Grass,"Van_Gogh_-_Frau,_im_Gras_sitzend.jpeg",1887,Private collection (F367)
465,A Woman Walking in a Garden,Vangogh_femme-dans-un-jardin.jpg,1887,Private collection (F368)
466,"Mother by a Cradle, Portrait of Leonie Rose Davy-Charbuy","Van_Gogh_-_Frau,_neben_einer_Wiege_sitzend.jpeg",1887,"Van Gogh Museum, Amsterdam (F369)"
467,Agostina Segatori Sitting in the Café du Tambourin,Vincent_van_Gogh_-_In_the_café_-_Agostina_Segatori_in_Le_Tambourin_-_Google_Art_Project_2.jpg,1887,"Van Gogh Museum, Amsterdam (F370)"
468,Japonaiserie: Flowering Plum Tree after Hiroshige's Plum Park in Kameido,Vincent_van_Gogh_-_Bloeiende_pruimenboomgaard-_naar_Hiroshige_-_Google_Art_Project.jpg,1887,"Van Gogh Museum, Amsterdam (F371)"
469,Japonaiserie: Bridge in the Rain after Hiroshige's Sudden Shower over Shin-Ōhashi bridge and Atake,Van_Gogh_-_Die_Brücke_im_Regen_(nach_Hiroshige).jpeg,1887,"Van Gogh Museum, Amsterdam (F372)"
470,The Courtesan (after Eisen) and Copy after Eisen,Van_Gogh_-_la_courtisane.jpg,1887,"Van Gogh Museum, Amsterdam (F373)"
471,Still Life with Red Cabbages and Onions,WLANL_-_artanonymous_-_Still_Life_with_Red_Cabbages_and_Onions.jpg,1887,"Van Gogh Museum, Amsterdam (F374)"
472,Two Cut Sunflowers,Vincent_van_Gogh_-_Sunflowers_(Metropolitan_Museum_of_Art).jpg,1887,"Metropolitan Museum of Art, New York (F375)"
473,Two Cut Sunflowers,Van_Gogh_-_Zwei_abgeschnittene_Sonnenblumen1.jpeg,1887,"Kunstmuseum Bern, Switzerland (F376)"
474,Two Cut Sunflowers,Van_Gogh_-_Zwei_abgeschnittene_Sonnenblumen.jpeg,1887,"Van Gogh Museum, Amsterdam (F377)"
475,Still Life with Basket of Apples (to Lucien Pissarro),Van_Gogh_-_Stillleben_mit_Apfelkorb_(Lucien_Pissarro_gewidmet).jpeg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F378)"
476,Still Life with Basket of Apples,Van_Gogh_-_Stillleben_mit_Apfelkorb4.jpeg,1887–88,"Saint Louis Art Museum, St Louis, Missouri (F379)"
477,Self-Portrait,Self-Portrait3.jpg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F380)"
478,Italian Woman (Agostina Segatori),L'italiana.jpg,1887,"Musée d'Orsay, Paris (F381)"
479,"Still Life with Apples, Pears, Lemons and Grapes","Van_Gogh_-_Stillleben_mit_Trauben,_Äpfeln,_Zitronen_und_Birne.jpeg",1887,Art Institute of Chicago (F382)
480,"Still Life with Grapes, Pears and Lemons","Van_Gogh_-_Stillleben_mit_Trauben,_Birnen_und_Zitronen.jpg",1887,"Van Gogh Museum, Amsterdam (F383)"
481,Garden with Sunflowers,Van_Gogh_-_Garten_mit_Sonnenblume_und_weiblicher_Figur.jpeg,1887,"Van Gogh Museum, Amsterdam (F388v)"
482,Four Sunflowers Gone to Seed,Four_Withered_Sunflowers.jpg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F452)"
483,Self-Portrait with Straw Hat,Vincent_van_Gogh_-_Zelfportret_-_Google_Art_Project.jpg,1887,"Van Gogh Museum, Amsterdam, Netherlands (F469)"
484,Self-Portrait with Straw Hat and Pipe,Vincent_Willem_van_Gogh_110.jpg,1887,"Van Gogh Museum, Amsterdam (F524)"
485,Self-Portrait with Straw Hat,Van_Gogh_Self-Portrait_with_Straw_Hat_1887-Detroit.jpg,1887,"Detroit Institute of Arts, Michigan (F526)"
486,Pasture in Bloom,Van_Gogh_-_Blühende_Wiese.jpeg,1887,"Kröller-Müller Museum, Otterlo, Netherlands (F583)"
487,Chrysanthemums and Wild Flowers in a Vase,Van_Gogh_-_Vase_mit_Chrysanthemen_und_Feldblumen.jpeg,1887,"Metropolitan Museum of Art, New York (F588)"
488,Still Life with Quince Pears,Van_Gogh_-_Stillleben_mit_Birnen.jpeg,1887,"Galerie Neue Meister, Dresden, Germany (F602)"
489,Still Life with Grapes,Van_Gogh_-_Stillleben_mit_Weintrauben.jpeg,1887,"Van Gogh Museum, Amsterdam (F603)"
490,House with Sunflowers (b/w copy),Van_Gogh_-_Haus_mit_Sonnenblumen.jpeg,1887,Private collection (F810)
491,Self-Portraits (pencil and ink),Van_Gogh_-_Selbstbildnisse.jpeg,1887,"Van Gogh Museum, Amsterdam (F1378r)"
492,Street Scene in Montmartre,Van_Gogh_-_Straßenszene_auf_dem_Montmartre.jpeg,1887,"Private collection (No F number, JH1240)"
493,"The Fortifications of Paris with Houses or The Ramparts of Paris, watercolor",The_Fortifications_of_Paris_with_Houses_or_The_Ramparts_of_Paris_f_1403.jpg,1887,"Whitworth Art Gallery, Manchester, England (F1403)"
494,"Outskirts of Paris near Montmartre, watercolor",Van_Gogh_-_Am_Stadtrand_von_Paris_nahe_Montmartre.jpeg,1887," Stedelijk Museum, Amsterdam (F1410)"
495,Flowers in a Blue Vase,Van_Gogh_-_Flowers_in_a_blue_vase_-_June_1887.jpg,1887,"Private collection (no F#, Add20)  "
496,Portrait of Père Tanguy,Van_Gogh_-_Bildnis_Père_Tanguy1.jpeg,1887-88,"Private collection of Philip Niarchos or Tate Gallery, London (F364)"
497,Self-Portrait with Felt Hat,Vincent_Willem_van_Gogh_107.jpg,1887-1888,"Van Gogh Museum, Amsterdam, Netherlands (F344)"
498,Self-Portrait with Straw Hat,Van_Gogh_Self-Portrait_with_Straw_Hat_1887-Metropolitan.jpg,1887–88,"Metropolitan Museum of Art, New York (F365v)"
499,Self-Portrait,Van_Gogh_-_Selbstbildnis_29.jpeg,1887-88,"Foundation E.G. Bührle Collection, Zürich (F366)"
500,Landscape with Snow,Van_Gogh_-_Landschaft_im_Schnee.jpg,1888,"Solomon R. Guggenheim Museum, New York (F290)"
501,Boats at Saintes-Maries,GUGG_Boats_at_Saintes-Maries.jpg,1888,"Solomon R. Guggenheim Museum, New York"
502,Still Life: French Novels,Van_Gogh_-_Stillleben_mit_französischen_Romanen.jpeg,1888,"Van Gogh Museum, Amsterdam (F358)"
503,"Still Life: Bottle, Oranges, and a Basket of Lemons","Van_Gogh_-_Stillleben_mit_Flasche,_Zitronen_und_Orangen.jpeg",1888,"Kröller-Müller Museum, Otterlo, Netherlands (F384)"
504,Still Life: Potatoes in a Yellow Dish,Van_Gogh_-_Stillleben_mit_Kartoffeln_in_gelber_Schüssel.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F386)"
505,A Pork-Butcher's Shop Seen from a Window,"Van_Gogh_-_Metzgerei,_durch_ein_Fenster_gesehen.jpeg",1888,"Van Gogh Museum, Amsterdam, Netherlands (F389)"
506,An Old Woman of Arles,Van_Gogh_-_Alte_Frau_aus_Arles.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F390)"
507,Snowy Landscape with Arles in the Background,Van_Gogh_-_Landschaft_im_Schnee_mit_Arles_im_Hintergrund.jpeg,1888,"Private Collection, London (F391)"
508,Blossoming Almond Branch in a Glass,Van_Gogh_-_Blühender_Mandelbaumzweig_in_einem_Glas.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F392)"
509,Blossoming Almond Branch in a Glass with a Book,Vincent_van_Gogh_-_Blossoming_Almond_Branch_in_a_Glass_with_a_Book.jpg,1888,Private collection (F393) 
510,Pink Peach Tree in Blossom (Souvenir de Mauve),Vincent_Willem_van_Gogh_113.jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F394)"
511,Still Life with Basket and Six Oranges,Van_Gogh_-_Stillleben_mit_Apfelsinenkorb.jpeg,1888,Private collection (F395)
512,The Gleize Bridge over the Vigueirat Canal,Van_Gogh_-_Pont_de_Gleize_bei_Arles.jpeg,1888,Private collection (F396)
513,The Langlois Bridge at Arles with Women Washing,Van_Gogh_-Die_Brücke_von_Langlois_in_Arles_mit_Wäscherinnen.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F397)"
514,Avenue of Plane Trees near Arles Station,"Le_Train_Bleu,_by_Vincent_van_Gogh,_from_C2RMF.jpg",1888,"Musée Rodin, Paris, France (F398)"
515,Apricot Trees in Blossom,Van_Gogh_-_Blühender_Obstgarten_mit_Aprikosenbäumen.jpeg,1888,"Collection Continental Art Holdings, Ltd., Johannesburg (F399)"
516,The Langlois Bridge at Arles with Road Alongside the Canal,Van_Gogh_-Die_Brücke_von_Langlois_in_Arles.jpeg,1888,"Van Gogh Museum, Amsterdam (F400)"
517,The White Orchard,Van_Gogh_-_Obstgarten_mit_blühenden_Pflaumenbäumen.jpg,1888,"Van Gogh Museum, Amsterdam (F403)"
518,Peach Tree in Blossom,Vincent_Willem_van_Gogh_014.jpg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F404)"
519,Blossoming Pear Tree,WLANL_-_artanonymous_-_Bloeiend_perenboompje.jpg,1888,"Van Gogh Museum, Amsterdam (F405)"
520,Orchard and House with Orange Roof (Orchard in Blossom),Van_Gogh_-_Blühender_Obstgarten2.jpeg,1888,"Private Collection, Switzerland (F406)"
521,"Path Through a Field with Willows, b/w copy",Van_Gogh_-_Pfad_durch_eine_Wiese_mit_Weiden.jpeg,1888,Private collection (F407)
522,Farmhouse in a Wheat Field,Farmhouses_in_a_Wheat_Field.jpg,1888,"reportedly at Van Gogh Museum, Amsterdam (F408)"
523,View of Arles with Irises in the Foreground (Field with Flowers),VanGogh-View_of_Arles_with_Irises.jpg,1888,"Van Gogh Museum, Amsterdam (F409)"
524,"Still Life: Coffeepot, Earthenware and Fruit","Van_Gogh_-_Stillleben_mit_Kaffeekanne,_Geschirr_und_Früchten.jpeg",1888,"Collection Basil P. and Elise Goulandris, Lausanne, Switzerland (F410)"
525,Wheat Field also Wheat Field with the Alpilles Foothills in the Background,Van_Gogh_-_Weizenfeld_mit_Hügeln_der_Alpilles_im_Hintergrund.jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F411)"
526,"The Harvest also Harvest at La Crau, with Montmajour in the Background",Vincent_Van_Gogh_0019.jpg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F412)"
527,Fishing Boats on the Beach at Saintes-Maries,Van_Gogh_-_Fischerboote_am_Strand_von_Saintes-Maries1.jpeg,June 1888,"Van Gogh Museum, Amsterdam, Netherlands (F413)"
528,The Sea at Les Saintes-Maries-de-la-Mer,Van_Gogh_-_Fischerboote_bei_Saintes-Maries.jpeg,1888,"Van Gogh Museum, Amsterdam (F415)"
529,View of Saintes-Maries,Van_Gogh_-_Blick_auf_Saites-Maries1.jpeg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F416)"
530,Seascape at Saintes-Maries (Fishing Boats at Sea),Van_Gogh_-_Fischerboote_bei_Saintes-Maries1.jpeg,1888,"Pushkin Museum, Moscow, Russia (F417)"
531,Three White Cottages in Saintes-Maries,Van_Gogh_-_Drei_weiße_Hütten_in_Saintes-Maries.jpeg,1888,Kunsthaus Zürich (F419)
532,Street in Saintes-Maries,Van_Gogh_-_Gasse_in_Saintes-Maries2.jpeg,1888,Private Collection (F420)
533,The Sower with Setting Sun (Sower upper right quadrant),The_Sower.jpg,1888,"Kröller-Müller Museum, Otterlo, Netherlands (F422)"
534,The Zouave (Half-Figure),Van_Gogh_-_Der_Zuave_(Halbfigur).jpeg,1888,"Van Gogh Museum, Amsterdam, Netherlands (F423)"
535,The Seated Zouave,Vincent_Willem_van_Gogh_026.jpg,1888,Private collection (F424)
536,Wheat Stacks in Provence or Haystacks in Provence,Wheat_stacks_in_Provence.jpg,"June, 1888","Kröller-Müller Museum, Otterlo, Netherlands (F425)"
537,"The Trinquetaille Bridge over the Rhone (View of a River, Quay, and Bridge)",Van_Gogh_-_Die_Brücke_von_Triquetaille.jpeg,1888,"Collection Joseph Hackmey, Israel (F426)"
